order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI000255,O003069,P0123,2,402.56,0
OI000256,O000174,P0018,1,43480.94,0
OI000257,O000704,P0203,1,1221.17,5
OI000258,O000291,P0169,1,868.91,0
OI000259,O000291,P0048,1,3922.55,0
OI000260,O000291,P0150,1,4472.37,5
OI000261,O000291,P0106,1,1690.33,5
OI000262,O002483,P0030,1,2799.05,0
OI000263,O002825,P0144,1,3418.51,5
OI000264,O002433,P0011,1,27843.9,10
OI000265,O002433,P0060,1,4494.03,20
OI000266,O001448,P0052,1,1776.47,0
OI000267,O000283,P0038,1,3621.23,0
OI000268,O002384,P0077,1,1474.07,20
OI000269,O003009,P0035,1,649.39,5
OI000270,O003009,P0192,2,2255.96,0
OI000271,O003064,P0180,2,945.21,5
OI000272,O003294,P0101,1,1960.89,0
OI000273,O002595,P0003,1,7696.02,20
OI000274,O002595,P0096,2,369.0,0
OI000275,O002595,P0016,1,27653.48,0
OI000276,O000968,P0131,1,4419.55,5
OI000277,O001676,P0202,1,1841.6,0
OI000278,O001826,P0004,1,3367.3,15
OI000279,O001826,P0029,1,4711.37,0
OI000280,O001826,P0135,1,2707.59,0
OI000281,O004180,P0171,1,541.45,0
OI000282,O004180,P0069,1,4764.36,5
OI000283,O003427,P0150,1,4472.37,0
OI000284,O003427,P0136,3,5721.72,10
OI000285,O003192,P0003,1,7696.02,5
OI000286,O003192,P0078,1,8872.72,0
OI000287,O003192,P0226,2,1175.86,5
OI000288,O004186,P0208,1,2265.65,10
OI000289,O003577,P0036,1,3928.55,0
OI000290,O003226,P0082,2,5774.06,0
OI000291,O000588,P0236,2,66.62,0
OI000292,O002001,P0063,1,2204.83,0
OI000293,O000667,P0221,1,172.01,10
OI000294,O001374,P0123,3,402.56,5
OI000295,O001374,P0206,1,1218.7,10
OI000296,O003616,P0055,1,1374.35,5
OI000297,O003971,P0049,1,2755.84,0
OI000298,O001868,P0170,1,525.76,10
OI000299,O001086,P0122,1,6428.59,10
OI000300,O001086,P0123,1,402.56,0
OI000301,O001086,P0055,1,1374.35,0
OI000302,O001127,P0026,1,43655.64,5
OI000303,O000932,P0045,2,4468.9,0
OI000304,O000355,P0100,1,2671.55,5
OI000305,O000654,P0142,1,2815.41,0
OI000306,O004166,P0163,1,958.38,15
OI000307,O004166,P0161,2,593.3,0
OI000308,O004166,P0139,1,5647.58,0
OI000309,O000053,P0220,1,1073.05,5
OI000310,O004060,P0206,2,1218.7,5
OI000311,O002465,P0019,1,14263.93,15
OI000312,O002465,P0038,1,3621.23,0
OI000313,O002465,P0171,1,541.45,5
OI000314,O002414,P0033,1,1619.39,0
OI000315,O000437,P0220,1,1073.05,0
OI000316,O000437,P0131,1,4419.55,20
OI000317,O003588,P0038,1,3621.23,15
OI000318,O003588,P0221,1,172.01,0
OI000319,O002548,P0195,1,2663.56,0
OI000320,O001798,P0018,1,43480.94,0
OI000321,O003153,P0123,3,402.56,0
OI000322,O003301,P0132,2,1237.56,0
OI000323,O003301,P0019,1,14263.93,5
OI000324,O003301,P0145,2,2218.83,0
OI000325,O002221,P0043,1,1760.62,0
OI000326,O002221,P0064,1,7397.53,0
OI000327,O002221,P0161,1,593.3,0
OI000328,O002221,P0193,1,2611.49,0
OI000329,O001283,P0106,2,1690.33,5
OI000330,O001283,P0215,1,557.83,0
OI000331,O001122,P0161,1,593.3,0
OI000332,O001697,P0093,2,847.03,0
OI000333,O001697,P0058,1,3276.0,0
OI000334,O001017,P0212,1,181.25,0
OI000335,O001017,P0068,1,8496.61,10
OI000336,O000906,P0105,2,113.68,10
OI000337,O000906,P0016,3,27653.48,0
OI000338,O001954,P0193,1,2611.49,0
OI000339,O000506,P0111,1,2006.08,0
OI000340,O002160,P0011,2,27843.9,0
OI000341,O002912,P0223,1,1227.56,5
OI000342,O003989,P0083,1,993.55,0
OI000343,O003880,P0200,1,2664.42,5
OI000344,O004179,P0102,1,567.72,0
OI000345,O003047,P0008,2,8836.66,0
OI000346,O003047,P0050,1,418.47,0
OI000347,O003047,P0172,1,254.88,0
OI000348,O003047,P0186,1,486.61,0
OI000349,O002816,P0239,1,156.01,0
OI000350,O001842,P0096,1,369.0,5
OI000351,O001324,P0101,1,1960.89,0
OI000352,O001324,P0116,1,2403.95,0
OI000353,O002188,P0156,1,494.07,5
OI000354,O002188,P0215,1,557.83,15
OI000355,O001848,P0222,1,591.69,20
OI000356,O001848,P0058,1,3276.0,0
OI000357,O001848,P0192,1,2255.96,10
OI000358,O002685,P0233,2,1444.15,0
OI000359,O002024,P0033,1,1619.39,0
OI000360,O002024,P0123,1,402.56,0
OI000361,O001561,P0158,1,851.38,0
OI000362,O001820,P0203,1,1221.17,0
OI000363,O001820,P0131,1,4419.55,0
OI000364,O004163,P0228,2,210.24,0
OI000365,O004163,P0105,1,113.68,10
OI000366,O004163,P0166,2,419.38,10
OI000367,O001471,P0224,1,1478.7,0
OI000368,O001471,P0194,1,1093.82,0
OI000369,O003924,P0163,1,958.38,0
OI000370,O002877,P0041,1,4355.59,0
OI000371,O000618,P0062,2,2997.43,10
OI000372,O001591,P0154,1,563.67,0
OI000373,O004084,P0134,1,4969.01,0
OI000374,O004084,P0074,2,5563.17,0
OI000375,O002396,P0128,1,1434.6,0
OI000376,O000404,P0198,2,1290.69,0
OI000377,O002899,P0020,1,31043.1,0
OI000378,O002899,P0111,1,2006.08,0
OI000379,O000380,P0154,1,563.67,10
OI000380,O001828,P0008,1,8836.66,0
OI000381,O000301,P0107,1,1989.69,0
OI000382,O002445,P0017,1,3675.28,5
OI000383,O003566,P0144,1,3418.51,5
OI000384,O003270,P0022,1,2319.97,0
OI000385,O003270,P0181,1,1449.37,0
OI000386,O003270,P0229,1,65.46,10
OI000387,O003270,P0199,1,3024.68,20
OI000388,O000745,P0038,1,3621.23,5
OI000389,O000745,P0198,1,1290.69,0
OI000390,O003448,P0165,1,476.64,10
OI000391,O003448,P0011,2,27843.9,20
OI000392,O003447,P0095,1,1634.99,0
OI000393,O003447,P0072,1,4574.79,0
OI000394,O000496,P0101,1,1960.89,10
OI000395,O003570,P0072,1,4574.79,0
OI000396,O003570,P0119,1,913.24,0
OI000397,O000904,P0167,1,111.95,0
OI000398,O002672,P0207,1,3333.53,0
OI000399,O004019,P0235,1,373.21,0
OI000400,O004019,P0088,1,5876.52,0
OI000401,O004019,P0078,1,8872.72,0
OI000402,O002797,P0215,1,557.83,5
OI000403,O001517,P0138,1,3724.99,5
OI000404,O002242,P0155,2,814.67,15
OI000405,O002540,P0084,2,3021.86,5
OI000406,O004151,P0236,1,66.62,0
OI000407,O004151,P0079,2,6113.79,0
OI000408,O004151,P0219,1,154.51,0
OI000409,O000248,P0121,1,6600.07,5
OI000410,O002417,P0131,1,4419.55,15
OI000411,O002417,P0125,2,6755.25,0
OI000412,O002417,P0099,1,2204.27,10
OI000413,O002862,P0194,1,1093.82,5
OI000414,O002862,P0224,1,1478.7,0
OI000415,O003698,P0215,1,557.83,0
OI000416,O000219,P0177,1,691.82,20
OI000417,O000219,P0151,1,145.51,5
OI000418,O003745,P0178,3,162.51,5
OI000419,O003745,P0144,1,3418.51,15
OI000420,O004199,P0237,1,111.58,5
OI000421,O004199,P0175,2,436.15,0
OI000422,O000825,P0155,2,814.67,5
OI000423,O001301,P0154,1,563.67,0
OI000424,O003887,P0170,2,525.76,0
OI000425,O003887,P0202,1,1841.6,0
OI000426,O000051,P0147,1,5810.42,0
OI000427,O000051,P0036,1,3928.55,0
OI000428,O004198,P0121,1,6600.07,15
OI000429,O003358,P0087,1,4705.42,15
OI000430,O001859,P0024,1,14577.63,0
OI000431,O004107,P0178,1,162.51,10
OI000432,O004107,P0126,1,2271.81,0
OI000433,O003889,P0088,3,5876.52,0
OI000434,O003889,P0137,2,6108.38,0
OI000435,O004042,P0133,1,6177.4,0
OI000436,O001926,P0158,1,851.38,0
OI000437,O000206,P0162,2,693.18,20
OI000438,O002021,P0017,1,3675.28,0
OI000439,O002021,P0065,1,260.18,20
OI000440,O003546,P0162,2,693.18,20
OI000441,O001079,P0069,1,4764.36,0
OI000442,O001079,P0240,1,1454.49,0
OI000443,O003352,P0070,1,3398.94,5
OI000444,O001144,P0224,1,1478.7,0
OI000445,O002565,P0074,1,5563.17,0
OI000446,O002565,P0153,1,752.48,0
OI000447,O003315,P0132,1,1237.56,0
OI000448,O003649,P0059,1,4076.26,0
OI000449,O002891,P0081,2,3435.49,0
OI000450,O003544,P0238,1,814.17,0
OI000451,O003544,P0232,1,1130.77,0
OI000452,O003544,P0083,1,993.55,0
OI000453,O003544,P0233,1,1444.15,5
OI000454,O001382,P0062,2,2997.43,5
OI000455,O000079,P0145,1,2218.83,0
OI000456,O002984,P0049,1,2755.84,0
OI000457,O002984,P0090,1,8442.22,0
OI000458,O000963,P0079,2,6113.79,0
OI000459,O003492,P0050,2,418.47,0
OI000460,O003492,P0212,1,181.25,0
OI000461,O003492,P0086,1,6161.57,0
OI000462,O002629,P0133,1,6177.4,0
OI000463,O002629,P0174,1,670.58,0
OI000464,O002629,P0106,2,1690.33,0
OI000465,O002398,P0072,1,4574.79,10
OI000466,O002247,P0068,2,8496.61,0
OI000467,O001738,P0154,1,563.67,0
OI000468,O001921,P0109,1,1042.66,0
OI000469,O003408,P0172,1,254.88,0
OI000470,O001436,P0169,1,868.91,0
OI000471,O001436,P0049,1,2755.84,5
OI000472,O003652,P0197,1,1395.26,0
OI000473,O003652,P0157,2,121.82,20
OI000474,O003996,P0228,3,210.24,5
OI000475,O003996,P0202,1,1841.6,0
OI000476,O001016,P0036,1,3928.55,10
OI000477,O003632,P0206,1,1218.7,0
OI000478,O003632,P0198,1,1290.69,0
OI000479,O003632,P0177,1,691.82,0
OI000480,O002647,P0076,1,8191.74,0
OI000481,O002647,P0049,1,2755.84,0
OI000482,O002647,P0176,2,551.82,0
OI000483,O002743,P0176,1,551.82,0
OI000484,O001338,P0093,1,847.03,0
OI000485,O001535,P0183,1,3302.91,0
OI000486,O001176,P0139,1,5647.58,15
OI000487,O001179,P0142,1,2815.41,0
OI000488,O000962,P0083,1,993.55,10
OI000489,O000451,P0053,1,4564.56,0
OI000490,O000451,P0205,2,3182.03,0
OI000491,O000725,P0119,2,913.24,5
OI000492,O001054,P0149,1,5457.96,0
OI000493,O001054,P0134,1,4969.01,0
OI000494,O002727,P0045,2,4468.9,10
OI000495,O000100,P0031,1,2125.78,0
OI000496,O001770,P0186,1,486.61,5
OI000497,O001770,P0225,1,594.58,0
OI000498,O002491,P0075,1,652.01,0
OI000499,O002491,P0164,1,597.92,0
OI000500,O003048,P0064,1,7397.53,0
OI000501,O002589,P0053,1,4564.56,10
OI000502,O002589,P0154,1,563.67,0
OI000503,O001799,P0203,2,1221.17,0
OI000504,O001609,P0163,1,958.38,0
OI000505,O001609,P0213,1,132.46,0
OI000506,O000150,P0087,1,4705.42,15
OI000507,O000150,P0047,1,3874.69,20
OI000508,O003159,P0228,1,210.24,10
OI000509,O003436,P0166,1,419.38,5
OI000510,O003436,P0208,2,2265.65,0
OI000511,O001272,P0128,2,1434.6,0
OI000512,O001475,P0096,1,369.0,0
OI000513,O002166,P0063,2,2204.83,0
OI000514,O000934,P0101,2,1960.89,0
OI000515,O000934,P0124,1,3167.83,0
OI000516,O001143,P0184,1,3368.99,0
OI000517,O002110,P0070,1,3398.94,0
OI000518,O000201,P0239,1,156.01,0
OI000519,O002118,P0146,1,503.35,0
OI000520,O002118,P0118,1,665.2,0
OI000521,O002388,P0138,1,3724.99,0
OI000522,O000252,P0088,2,5876.52,0
OI000523,O001011,P0038,1,3621.23,0
OI000524,O001011,P0066,1,3872.22,0
OI000525,O001011,P0156,1,494.07,0
OI000526,O001011,P0019,1,14263.93,0
OI000527,O001623,P0065,1,260.18,0
OI000528,O001991,P0032,2,4194.07,0
OI000529,O001991,P0097,1,2710.21,0
OI000530,O001007,P0209,1,1131.26,5
OI000531,O001007,P0141,1,6262.04,0
OI000532,O000526,P0101,1,1960.89,10
OI000533,O001034,P0001,1,17354.67,0
OI000534,O003382,P0018,1,43480.94,0
OI000535,O003382,P0049,1,2755.84,0
OI000536,O003027,P0208,1,2265.65,0
OI000537,O003027,P0240,1,1454.49,15
OI000538,O000263,P0066,1,3872.22,15
OI000539,O001706,P0238,2,814.17,0
OI000540,O002969,P0127,1,6001.62,10
OI000541,O002452,P0117,2,1772.02,0
OI000542,O000476,P0240,1,1454.49,0
OI000543,O000476,P0141,2,6262.04,15
OI000544,O000812,P0150,1,4472.37,0
OI000545,O002472,P0211,1,1196.79,0
OI000546,O000679,P0071,1,8668.54,0
OI000547,O001888,P0131,1,4419.55,0
OI000548,O002308,P0146,1,503.35,5
OI000549,O002600,P0108,1,2164.32,15
OI000550,O002600,P0051,1,446.72,5
OI000551,O002539,P0069,1,4764.36,0
OI000552,O004130,P0014,1,9625.58,0
OI000553,O001705,P0110,1,1982.94,0
OI000554,O001705,P0161,3,593.3,0
OI000555,O002470,P0126,1,2271.81,10
OI000556,O002448,P0153,1,752.48,0
OI000557,O001004,P0028,1,27227.18,5
OI000558,O003002,P0122,1,6428.59,5
OI000559,O003002,P0112,1,370.66,5
OI000560,O002037,P0100,1,2671.55,0
OI000561,O002199,P0081,1,3435.49,0
OI000562,O003420,P0031,1,2125.78,0
OI000563,O003567,P0036,1,3928.55,0
OI000564,O000742,P0047,1,3874.69,15
OI000565,O000742,P0032,1,4194.07,0
OI000566,O002580,P0093,1,847.03,15
OI000567,O000576,P0195,1,2663.56,0
OI000568,O004014,P0206,1,1218.7,20
OI000569,O004014,P0014,1,9625.58,0
OI000570,O003994,P0011,2,27843.9,10
OI000571,O000294,P0217,1,945.42,5
OI000572,O000876,P0018,1,43480.94,0
OI000573,O001941,P0072,1,4574.79,0
OI000574,O003075,P0028,2,27227.18,0
OI000575,O000519,P0141,1,6262.04,5
OI000576,O000519,P0138,1,3724.99,5
OI000577,O003890,P0069,2,4764.36,0
OI000578,O002621,P0033,2,1619.39,0
OI000579,O003533,P0201,2,494.46,0
OI000580,O002069,P0025,3,24964.59,0
OI000581,O003353,P0237,1,111.58,5
OI000582,O003353,P0191,1,544.85,20
OI000583,O003953,P0176,1,551.82,0
OI000584,O001791,P0109,1,1042.66,10
OI000585,O000928,P0053,1,4564.56,0
OI000586,O001135,P0011,1,27843.9,0
OI000587,O003057,P0229,1,65.46,0
OI000588,O003973,P0170,1,525.76,10
OI000589,O003973,P0146,1,503.35,0
OI000590,O002063,P0016,1,27653.48,0
OI000591,O000994,P0003,1,7696.02,5
OI000592,O000994,P0029,1,4711.37,0
OI000593,O001031,P0087,1,4705.42,0
OI000594,O000801,P0160,3,239.79,5
OI000595,O000801,P0185,1,804.9,0
OI000596,O000801,P0071,1,8668.54,0
OI000597,O000548,P0073,1,2705.6,20
OI000598,O000548,P0111,1,2006.08,5
OI000599,O000548,P0062,1,2997.43,10
OI000600,O000718,P0060,1,4494.03,10
OI000601,O000507,P0057,1,4668.58,0
OI000602,O000241,P0159,1,467.06,0
OI000603,O001373,P0155,1,814.67,0
OI000604,O001650,P0147,2,5810.42,10
OI000605,O001808,P0193,1,2611.49,0
OI000606,O004170,P0069,1,4764.36,0
OI000607,O004170,P0238,1,814.17,0
OI000608,O003296,P0142,1,2815.41,0
OI000609,O000515,P0091,1,1088.09,15
OI000610,O002812,P0216,1,256.34,0
OI000611,O000788,P0061,1,7304.47,0
OI000612,O002979,P0039,1,3923.97,0
OI000613,O002979,P0006,1,1709.83,0
OI000614,O002949,P0142,1,2815.41,0
OI000615,O002949,P0150,1,4472.37,5
OI000616,O002949,P0082,1,5774.06,0
OI000617,O000883,P0196,1,3467.19,10
OI000618,O001434,P0057,1,4668.58,0
OI000619,O001434,P0044,1,3728.15,0
OI000620,O002040,P0207,1,3333.53,0
OI000621,O002040,P0212,2,181.25,0
OI000622,O002040,P0099,1,2204.27,0
OI000623,O001497,P0053,1,4564.56,5
OI000624,O000050,P0139,1,5647.58,5
OI000625,O003086,P0158,1,851.38,0
OI000626,O001918,P0005,1,27369.28,5
OI000627,O001381,P0042,1,1854.22,0
OI000628,O001381,P0024,2,14577.63,0
OI000629,O001381,P0147,1,5810.42,0
OI000630,O001381,P0190,1,2877.47,5
OI000631,O000136,P0158,1,851.38,0
OI000632,O000285,P0070,1,3398.94,5
OI000633,O000842,P0208,2,2265.65,0
OI000634,O003796,P0125,1,6755.25,10
OI000635,O000379,P0032,1,4194.07,20
OI000636,O000048,P0025,1,24964.59,5
OI000637,O000048,P0064,1,7397.53,10
OI000638,O000048,P0217,1,945.42,20
OI000639,O000048,P0105,1,113.68,0
OI000640,O003828,P0057,1,4668.58,0
OI000641,O000084,P0062,1,2997.43,0
OI000642,O001339,P0118,1,665.2,0
OI000643,O001594,P0157,1,121.82,10
